main_topic,sub_topic,C,utterance,question,option1,option2,option3,option4,answer,answer_index,length_no_space
직장 생활,직장에서의 우정 이야기,170,"점심시간에 회사 동료인 지연이와 사내 카페에 갔는데, 평소보다 많이 웃으며 고민을 털어놓았다. 사소한 일로 상사와 오해가 생겼다며 속상해했는데, 나도 비슷한 경험이 있어 자연스럽게 공감하며 내 이야기를 들려주었다. 대화를 나누다 보니 서로 생각지도 못한 해결 방법을 찾게 되어 기분이 한결 나아졌다. 그날 이후 지연이와 더 가까워졌고, 업무 외에도 서로 힘이 되어주는 든든한 동료가 되었다.",발화에서 화자와 동료 지연이가 가까워진 계기는 무엇이었나요?,잘 모르겠음,함께 프로젝트를 완수해서,점심시간에 카페에서 고민을 나누며 공감했기 때문에,같은 부서로 이동하게 되어,점심시간에 카페에서 고민을 나누며 공감했기 때문에,3,166
직장 생활,직장에서의 우정 이야기,170,"점심시간마다 혼자 밥을 먹던 내가 어느 날 우연히 복사기 앞에서 자주 마주치던 진수와 자연스럽게 대화를 나누게 되었다. 그날 이후로 우리는 서로의 업무 스트레스를 털어놓기도 하고, 회사 근처에 새로 생긴 분식집을 함께 찾아가기도 했다. 진수 덕분에 회사 생활이 훨씬 덜 외롭고, 힘든 날에도 잠깐이라도 웃을 수 있는 시간이 생겨서 참 고마웠다. 덕분에 요즘엔 아침에 출근하는 길이 예전보다 한결 가볍다.",화자가 회사 생활이 덜 외로워진 계기는 무엇인가요?,잘 모르겠음,복사기를 새로 샀기 때문,진수와 우연히 대화를 시작한 후 우정을 쌓았기 때문,분식집이 회사 근처에 생겼기 때문,진수와 우연히 대화를 시작한 후 우정을 쌓았기 때문,3,168
직장 생활,직장에서의 우정 이야기,170,"회사에서 진행한 프로젝트가 한창 바쁠 때, 점심시간마다 동료 지현이와 회사 근처 작은 카페에 갔던 기억이 떠오른다. 서로 힘든 점을 털어놓기도 하고, 가끔은 사소한 농담에 크게 웃기도 했다. 어느 날은 지현이가 직접 구운 쿠키를 나눠주며 힘내자고 했는데, 그 따뜻함 덕분에 한 주가 훨씬 가볍게 느껴졌다. 단순한 동료가 아니라 서로를 챙겨주는 친구가 회사에 있다는 게 얼마나 큰 힘이 되는지 다시 한 번 느꼈다.","직장에서 힘든 시기, 화자는 동료 지현이와 무엇을 하며 위로를 받았는가?",잘 모르겠음,함께 카페에 가며 대화했다,회사에서 보드게임을 했다,함께 운동을 했다,함께 카페에 가며 대화했다,2,170
직장 생활,직장에서의 우정 이야기,170,"며칠 전 점심시간에 회사 동료 민정이와 처음으로 단둘이 식사를 하게 되었다. 평소엔 여러 명이 함께 했지만, 이날은 둘만 남아 자연스럽게 서로의 취미와 가족 이야기를 나누게 됐다. 민정이는 주말마다 등산을 즐기고, 가끔 어머니와 직접 빵을 구운다고 했다. 대화를 나누면서 생각보다 많은 공통점이 있다는 걸 알게 되어 반가웠고, 그날 이후로 민정이와 업무 외에도 소소한 일상 이야기를 자주 나누게 되었다.",민정이가 주말에 어머니와 함께 하는 활동은 무엇인가요?,잘 모르겠음,자전거 타기,빵 만들기,영화 보기,빵 만들기,3,169
직장 생활,처음으로 받은 월급으로 뭘 했는지,170,"며칠 전 처음으로 월급을 받았던 날이 아직도 생생하다. 통장에 입금된 금액을 확인하자마자 부모님께 작은 선물이라도 드리고 싶어서 근처 꽃집에서 예쁜 꽃다발을 골랐다. 그리고 가족들과 함께 저녁 식사를 하며 그동안 힘들었던 순간과 보람 있었던 기억들을 이야기했다. 처음 받은 월급이라 어떻게 써야 할지 고민했지만, 가장 먼저 가족에게 감사의 마음을 전할 수 있어서 뿌듯했다.",처음 받은 월급으로 화자가 가장 먼저 한 일은 무엇이었나요?,잘 모르겠음,가족들과 여행을 갔다.,부모님께 꽃다발을 샀다.,친구들과 영화를 봤다.,부모님께 꽃다발을 샀다.,3,158
직장 생활,처음으로 받은 월급으로 뭘 했는지,170,"첫 월급을 받던 날이 아직도 생생하다. 오후에 급여가 입금됐다는 문자를 받고 마음이 설렜다. 퇴근 후 평소 고마웠던 부모님께 작은 선물을 드리고 싶어 동네 빵집에서 케이크를 사고, 집에 가는 길에 부모님이 좋아하시는 꽃다발도 챙겼다. 가족들과 소박하게 축하하며 함께 저녁을 먹으니, 그동안의 고생이 모두 보상받는 느낌이었다.",화자는 첫 월급을 받은 후 어떤 선물을 부모님께 드렸나요?,잘 모르겠음,향수와 책,케이크와 꽃다발,지갑과 시계,케이크와 꽃다발,3,138
직장 생활,처음으로 받은 월급으로 뭘 했는지,170,"첫 월급이 입금된 날, 퇴근길에 평소 눈여겨보던 서점에 들렀다. 마음에 품고만 있던 소설책 두 권을 골라 계산대에 올려놓으니 가슴이 두근거렸다. 집에 돌아오는 길에 엄마가 좋아하는 딸기케이크도 사서 들고 갔다. 책을 읽으며 케이크를 나눠 먹던 그 밤이 내겐 아주 특별하게 남아 있다.",첫 월급을 받은 날에 작성자는 어떤 케이크를 사서 집에 가져갔나요?,잘 모르겠음,치즈케이크,딸기케이크,초콜릿케이크,딸기케이크,3,118
직장 생활,처음으로 받은 월급으로 뭘 했는지,170,"처음 월급을 받았을 때 기분이 묘하게 들떴다. 평소엔 잘 가지 않던 빵집에 들러 부모님께 드릴 케이크를 골랐고, 집에 돌아와 가족 모두와 함께 조용히 축하하는 시간을 가졌다. 특별한 선물은 아니었지만, 내가 번 돈으로 가족을 위해 무언가를 했다는 사실이 오래도록 기억에 남는다. 그날 저녁은 소박했지만 마음만은 누구보다 풍요로웠던 것 같다.",내가 처음 받은 월급으로 부모님께 해드린 일은 무엇인가요?,잘 모르겠음,여행 경비를 드렸다,케이크를 사서 가족과 함께 먹었다,옷을 선물했다,케이크를 사서 가족과 함께 먹었다,3,143
직장 생활,첫 직장의 첫 날,170,"출근길에 평소보다 일찍 일어나 준비를 마치고, 지하철을 타는 순간부터 긴장이 되기 시작했다. 회사 건물 앞에 도착하니 가슴이 두근거렸고, 안내를 받아 사무실에 들어서자 상사와 동료들이 친절하게 인사를 건네 주었다. 점심시간에는 선배가 근처 식당에 데려가 이런저런 조언을 해줬는데, 그중 커피 취향을 물어본 점이 인상 깊었다. 모든 것이 낯설고 어색했지만, 기대와 설렘이 함께했던 하루였다.",점심시간에 선배가 해준 행동으로 맞는 것은 무엇인가요?,잘 모르겠음,사무실을 구경시켜줬다,커피 취향을 물어봤다,회사 근처 공원을 안내했다,커피 취향을 물어봤다,3,167
직장 생활,첫 직장의 첫 날,170,"처음 출근하던 날을 아직도 또렷하게 기억한다. 회사 건물 앞에 도착했을 때 두근거리는 마음을 진정시키려 몇 번이나 심호흡을 했다. 엘리베이터에서 만난 한 선배가 먼저 인사를 건네줘 조금은 안심이 됐다. 자리 안내를 받고 컴퓨터를 켜는 데, 익숙하지 않은 사무실 분위기와 조용한 동료들의 모습에 긴장이 풀리지 않았다. 점심시간에는 신입사원들끼리 모여 근처 김밥집에서 간단하게 식사를 하며 서로 자기소개를 했다. 집에 돌아오는 길에 오늘 하루를 잘 버텼다는 생각에 스스로에게 작은 칭찬을 해주었다.",신입사원들이 첫 점심을 먹은 장소는 어디였나요?,잘 모르겠음,회사 구내식당,근처 김밥집,사무실 내에서 도시락,근처 김밥집,3,210
직장 생활,첫 직장의 첫 날,170,"출근길에 평소보다 일찍 일어나 준비를 했지만, 새로운 환경에 대한 긴장감에 아침밥이 잘 넘어가지 않았다. 사무실에 도착하니 환하게 인사해 주는 동료들이 있어 긴장이 조금 풀렸다. 점심시간에는 선배들이 근처 분식집에 데려가 떡볶이와 김밥을 함께 먹으면서 서로 자기소개를 했다. 오후에는 팀장님께서 업무에 필요한 시스템 사용법을 차근차근 알려주셔서 덜 두려웠다. 퇴근길엔 설렘과 피곤함이 함께 밀려왔다.",첫 직장에서 점심시간에 동료들과 무엇을 먹었나요?,잘 모르겠음,치킨과 피자,떡볶이와 김밥,햄버거와 감자튀김,떡볶이와 김밥,3,173
직장 생활,첫 직장의 첫 날,170,"출근길 지하철에서 계속 긴장해서 손에 땀이 맺혔다. 사무실 문을 열자 직원들이 환하게 인사해주었고, 안내를 맡은 선배가 내 자리를 직접 소개해주었다. 점심시간에는 모두가 함께 근처 식당에 갔는데, 메뉴를 고르기 망설이자 선배가 추천해준 제육볶음을 먹었다. 오후에는 사내 시스템을 익히느라 머리가 복잡했지만, 친절하게 설명해준 덕분에 무사히 하루를 마칠 수 있었다.",첫 출근 날 점심시간에 내가 먹은 음식은 무엇이었나?,잘 모르겠음,김치찌개,비빔밥,제육볶음,제육볶음,4,157
직장 생활,회사 생활 중 특별히 기억에 남는 일,170,"며칠 전 팀장님이 갑자기 점심시간에 저를 불러내셔서 회사 근처에 있는 작은 분식집에 데려가셨어요. 평소엔 다 같이 식사하는데 그날은 단둘이 앉아 오랜만에 이런저런 이야기를 나눴죠. 팀장님께서 직접 떡볶이와 김밥을 주문해주셨고, 예전 신입 시절의 실수담도 편하게 얘기해주셔서 긴장이 많이 풀렸어요. 그때 받은 격려 덕분에 오후 업무도 힘내서 할 수 있었던 기억이 납니다.",발화자가 점심을 먹으러 간 곳에서 팀장님이 주문한 음식은 무엇이었나요?,잘 모르겠음,떡볶이와 김밥,라면과 만두,비빔밥과 된장찌개,떡볶이와 김밥,2,157
직장 생활,회사 생활 중 특별히 기억에 남는 일,170,"회의가 끝난 후 갑자기 팀장님께서 저를 따로 부르셔서 깜짝 놀랐던 적이 있어요. 무슨 실수를 했나 걱정했는데, 예상과 달리 팀 프로젝트에서 제가 보여준 성실함과 창의적인 아이디어 덕분에 부서 우수사원으로 추천하겠다는 말씀이었어요. 평소 잘 티 내지 않으시던 분이어서 더욱 감동적이었고, 그날 저녁에는 가족들과 함께 조촐하게 축하 파티를 열기도 했습니다.",발화자가 팀장님께 따로 불려간 이유는 무엇이었나요?,잘 모르겠음,실수에 대한 질책을 받기 위해서,프로젝트 성과에 대한 칭찬과 우수사원 추천을 받기 위해서,업무 분장 변경을 듣기 위해서,프로젝트 성과에 대한 칭찬과 우수사원 추천을 받기 위해서,3,151
직장 생활,회사 생활 중 특별히 기억에 남는 일,170,"몇 달 전, 팀장님께서 갑자기 저에게 중요한 발표를 맡기셨던 일이 있었다. 준비 시간이 이틀밖에 없어서 밤늦게까지 자료를 만들고 동료와 함께 연습했다. 발표 당일엔 너무 긴장했지만, 동료들이 앞자리에서 미소로 응원해줘서 큰 힘이 됐다. 발표를 무사히 끝내고 팀장님께 칭찬을 들었을 때, 그동안의 고생이 한순간에 보상받는 느낌이었다.",발화자의 발표 준비를 도와준 사람은 누구였나요?,잘 모르겠음,팀장님,동료,가족,동료,3,142
직장 생활,회사 생활 중 특별히 기억에 남는 일,170,"몇 달 전, 부서 동료들과 함께 새로운 프로젝트를 시작하게 되었을 때가 아직도 선명하게 기억난다. 각자 역할을 나누고 매일 아침 간단한 회의를 하면서 점점 팀워크가 좋아지는 것을 느꼈다. 특히 마감 하루 전날, 갑작스럽게 시스템 오류가 발생해서 모두가 밤늦게까지 사무실에 남아 문제를 해결했던 일이 떠오른다. 피곤했지만 함께 고생한 덕분에 결과 발표 때 좋은 평가를 받았고, 그날 이후로 동료들과 더 가까워진 것 같다.",프로젝트 마감 하루 전날 회사에서 어떤 일이 발생했는가?,잘 모르겠음,중요한 손님이 방문했다,시스템 오류가 발생했다,회의가 취소되었다,시스템 오류가 발생했다,3,175
직장 생활,회사에서의 연말파티와 팀빌딩 이야기,170,"며칠 전 회사에서 연말파티가 열렸는데, 이번에는 평소와 다르게 각 팀이 직접 준비한 공연을 선보이는 시간이 있어서 모두가 꽤 긴장했었다. 우리 팀은 90년대 노래에 맞춰 댄스 퍼포먼스를 준비했는데, 평소 조용하던 동료가 갑자기 센터에서 열정적으로 춤을 춰서 모두가 깜짝 놀랐다. 그 덕분에 분위기가 한층 밝아졌고, 우리 팀이 가장 창의적인 팀으로 뽑혀 작은 상품도 받았다.",우리 팀이 연말파티에서 준비한 공연은 무엇이었나요?,잘 모르겠음,연극 공연,90년대 노래에 맞춘 댄스 퍼포먼스,코미디 콩트,90년대 노래에 맞춘 댄스 퍼포먼스,3,157
직장 생활,회사에서의 연말파티와 팀빌딩 이야기,170,"최근 회사에서 연말파티를 준비하게 되면서 팀원들과 함께 장기자랑 연습을 하게 됐다. 평소엔 업무 이야기만 하던 사이였는데, 연습하면서 서로의 새로운 모습을 많이 알게 되어 신선했다. 특히 막내인 수진씨가 춤을 정말 잘 춰서 모두 놀랐고, 그 덕분에 우리 팀이 장기자랑에서 상도 받았다. 파티가 끝난 뒤엔 다 같이 근처 카페에 모여 올해 고생 많았다는 이야기를 나누며 훈훈하게 마무리했다.",장기자랑에서 팀이 상을 받는 데 가장 크게 기여한 사람은 누구였나요?,잘 모르겠음,팀장님,수진씨,연습에 소극적이던 동료,수진씨,3,162
직장 생활,회사에서의 연말파티와 팀빌딩 이야기,170,"지난주에 우리 팀은 회사에서 연말파티를 했는데, 평소에는 말이 적던 민지 대리가 갑자기 노래자랑에서 솔로 무대를 선보여서 모두가 깜짝 놀랐다. 덕분에 분위기가 한껏 밝아졌고, 이후 이어진 팀빌딩 게임에서는 평소에 소극적이던 동료들도 적극적으로 참여했다. 특히, 풍선 터뜨리기 게임에서 내가 속한 조가 마지막까지 남아 우승해서 작은 상품도 받았다. 평소와는 다른 모습을 볼 수 있어 서로 더 가까워진 느낌이었다.",연말파티에서 분위기가 밝아지는 계기가 된 민지 대리의 행동은 무엇이었나요?,잘 모르겠음,팀빌딩 게임에서 우승했다,솔로 무대를 선보였다,상품을 나눠줬다,솔로 무대를 선보였다,3,175
직장 생활,회사에서의 연말파티와 팀빌딩 이야기,170,"매년 열리는 연말파티가 올해는 좀 특별했다. 팀원들이 각자 준비한 장기자랑이 있었는데, 나는 평소엔 잘 안 하던 춤을 며칠 밤새 연습해서 무대에 섰다. 실수도 있었지만 팀원들이 박수와 응원을 해줘서 긴장이 풀렸다. 장기자랑이 끝난 뒤에는 조별로 미션을 수행하는 게임도 했는데, 우리 팀은 단합이 잘 돼서 2등을 했다. 평소엔 업무 얘기만 하던 팀원들과 자연스럽게 사적인 이야기도 나눌 수 있어 뭔가 더 가까워진 느낌이었다.",올해 연말파티에서 내가 직접 무대에서 한 활동은 무엇이었나요?,잘 모르겠음,노래 부르기,춤추기,마술 보여주기,춤추기,3,177
집에서의 이야기,집에서 반려동물과 보내는 하루,170,"햇살이 거실에 가득 들어오던 오후, 반려견 보리가 소파에 누워 졸고 있길래 슬쩍 다가가서 배를 살살 문질러줬다. 이따금 꼬리를 살랑살랑 흔들고, 때로는 내 손을 핥으며 고마움을 표현하는 모습이 너무 귀여웠다. 저녁에는 보리와 짧게 산책을 다녀왔는데, 집에 돌아오자마자 제일 좋아하는 인형을 입에 물고 와 나에게 건넸다. 덕분에 오늘도 웃으며 하루를 마무리했다.",보리가 저녁에 집에 돌아온 뒤에 가장 먼저 한 행동은 무엇이었나요?,잘 모르겠음,꼬리를 흔들며 잠들었다,인형을 입에 물고 와서 건넸다,밥을 먹었다,인형을 입에 물고 와서 건넸다,3,153
집에서의 이야기,집에서 반려동물과 보내는 하루,170,"창밖에 비가 내리는 오후, 거실 소파에 앉아 반려견 토토와 시간을 보냈다. 토토는 평소와 달리 장난감 대신 내 무릎 위에 누워 조용히 쉬는 모습이었다. 책을 읽다가 토토가 잠든 모습을 바라보니 왠지 모르게 마음이 편안해졌다. 잠시 후 토토가 잠에서 깨어나 꼬리를 흔들며 나에게 다가왔고, 나는 작은 간식을 꺼내 주며 함께 영화를 보았다. 평범하지만 소중하게 느껴진 하루였다.",비가 오는 날 토토가 평소와 달리 무엇을 하지 않았는가?,잘 모르겠음,간식을 먹지 않았다,장난감을 가지고 놀지 않았다,산책을 나가지 않았다,장난감을 가지고 놀지 않았다,3,156
집에서의 이야기,집에서 반려동물과 보내는 하루,170,며칠 전부터 집안에 새로운 장난감을 들여놓았더니 고양이 미소가 하루 종일 그것만 쫓아다니며 놀더라. 나는 소파에 앉아 책을 읽으면서도 미소가 공을 잡으려고 점프할 때마다 자꾸 웃음이 났다. 한참을 뛰놀다가 지쳤는지 미소가 내 무릎 위에 살짝 올라와 꾸벅꾸벅 졸기 시작했다. 그 모습이 너무 귀여워서 핸드폰으로 사진을 여러 장 찍었다. 저녁에는 같이 창밖을 구경하며 하루를 마무리했다.,내가 고양이 미소와 함께한 하루 중 내가 책을 읽을 때 미소는 무엇을 하고 있었나?,잘 모르겠음,창밖을 구경했다.,장난감을 쫓아다녔다.,내 무릎에서 잠들었다.,장난감을 쫓아다녔다.,3,162
집에서의 이야기,집에서 반려동물과 보내는 하루,170,"창밖에서 빗소리가 들리던 오후, 고양이 미미가 제 무릎 위로 조용히 올라왔다. 평소에는 혼자 장난감을 굴리며 노는 걸 좋아하는데, 비 오는 날이면 꼭 내 옆에 붙어 있으려고 한다. 나는 미미의 부드러운 털을 천천히 쓰다듬으면서, 창문 너머로 떨어지는 빗방울을 바라보았다. 그러다 미미가 갑자기 큰 하품을 하길래 나도 같이 하품을 따라 하며 소파에 몸을 더 깊이 기대었다. 이런 날엔 미미와 함께 조용히 시간을 보내는 게 참 소중하게 느껴진다.","비 오는 날, 고양이 미미는 평소와 다르게 무엇을 하려고 했나요?",잘 모르겠음,장난감을 갖고 놀려고 했다,창밖을 보며 울었다,사람 옆에 꼭 붙어 있으려고 했다,사람 옆에 꼭 붙어 있으려고 했다,4,183
집에서의 이야기,집에서 영화나 드라마 보며 느낀 점,170,"며칠 전 가족들과 거실에 모여 오래 기다렸던 드라마의 마지막 회를 함께 시청했다. 모두가 각자 좋아하는 간식을 준비해 놓고, 주요 장면마다 감탄하거나 웃음을 터뜨리며 이야기를 나누었다. 드라마가 끝나자 다들 여운이 남는다며 아쉬워했다. 특히 동생은 주인공의 결정에 대해 자신의 생각을 열정적으로 이야기했고, 나는 그 장면이 현실적이어서 더 공감이 갔다. 이런 시간을 보내며 가족들과 감정을 공유할 수 있어 참 소중하다고 느꼈다.",드라마를 보며 동생이 특히 열정적으로 이야기한 것은 무엇에 관한 것이었나요?,잘 모르겠음,주인공의 의상에 대해,주인공의 결정에 대해,드라마의 배경음악에 대해,주인공의 결정에 대해,3,182
집에서의 이야기,집에서 영화나 드라마 보며 느낀 점,170,"비오는 저녁, 가족들과 거실에 모여서 예전부터 보고 싶었던 영화 한 편을 함께 봤다. 평소에는 각자 방에서 시간을 보내곤 했는데, 오랜만에 한 공간에서 웃고 이야기하니 왠지 모르게 마음이 따뜻해졌다. 영화가 끝난 뒤 등장인물의 행동에 대해 서로 다른 의견을 나누며 꽤 오랫동안 대화를 이어갔다. 그 순간, 평범한 하루도 특별하게 느껴질 수 있다는 생각이 들어서 소중했다.",화자가 가족들과 영화 관람 후에 했던 활동은 무엇이었나요?,잘 모르겠음,함께 저녁 식사를 했다.,등장인물의 행동에 대해 대화를 나눴다.,산책을 했다.,등장인물의 행동에 대해 대화를 나눴다.,3,155
집에서의 이야기,집에서 영화나 드라마 보며 느낀 점,170,"이번 주말에는 오랜만에 가족들이 모두 모여 거실에서 영화를 보기로 했어요. 원래는 각자 방에서 휴대폰으로 짧은 영상을 자주 봤는데, 이렇게 모여서 큰 화면으로 감상하니 분위기가 훨씬 특별하게 느껴졌어요. 영화가 끝나고 나서는 다 같이 장면 하나하나를 다시 얘기하며 웃기도 하고, 서로 느낀 점을 공유하는 시간이 참 소중하게 느껴졌어요.",발화자가 가족들과 함께 영화를 본 후에 한 행동은 무엇이었나요?,잘 모르겠음,혼자서 조용히 방에 들어갔다.,영화의 장면을 다시 보며 이야기를 나눴다.,바로 잠자리에 들었다.,영화의 장면을 다시 보며 이야기를 나눴다.,3,142
집에서의 이야기,집에서 영화나 드라마 보며 느낀 점,170,"며칠 전 저녁에 가족들과 함께 거실에 모여서 오랜만에 코미디 영화를 봤다. 평소 각자 방에서 시간을 보내느라 대화가 적었는데, 영화를 보면서 다 같이 웃고 서로 재밌는 장면을 따라 하기도 해서 분위기가 한결 밝아졌다. 영화를 다 본 후에는 영화 속 등장인물에 대해 서로 의견을 나누며 자연스럽게 대화가 이어졌고, 그 덕분에 가족들과 한층 더 가까워진 느낌이 들어서 기분이 좋았다.",발화자가 가족들과 영화를 본 후에 느낀 변화로 알맞은 것은?,잘 모르겠음,집안일 분담이 늘었다.,가족들과의 대화가 자연스러워졌다.,영화를 보고 바로 각자 방으로 흩어졌다.,가족들과의 대화가 자연스러워졌다.,3,157
집에서의 이야기,집에서 첫 요리 도전기,170,"주방에서 냄비를 처음 꺼내 들었을 때 은근히 떨렸다. 엄마가 항상 쉽게 해내던 계란찜을 나도 만들 수 있을 거라 생각했지만, 생각보다 물의 양 조절이 어려웠다. 레시피를 여러 번 읽고, 계란을 조심스럽게 풀어 물과 섞었는데 거품이 너무 많이 생겨버렸다. 그래도 용기를 내어 쪄보니 겉은 익었지만 안은 덜 익어 살짝 실망했다. 그럼에도 가족들이 한입 먹고 '처음치고 괜찮다'며 웃어줘서 조금 뿌듯했다.",내가 처음 요리에 도전하며 만들었던 음식은 무엇이었나요?,잘 모르겠음,김치찌개,계란찜,떡볶이,계란찜,3,167
집에서의 이야기,집에서 첫 요리 도전기,170,"주말에 가족들이 모두 외출해서 혼자 집을 지키게 된 날, 처음으로 된장찌개를 만들어보기로 마음먹었다. 냉장고에서 애호박, 두부, 양파를 꺼내 손질하고 멸치로 육수를 내기 시작했다. 평소 엄마가 하던 모습을 떠올리며 순서대로 재료를 넣었지만, 간을 맞추는 게 생각보다 어려웠다. 그래도 마지막에 파를 송송 썰어 올리고 조심스럽게 한 숟갈 떠먹어 보니, 약간 싱거웠지만 그럴듯한 맛이 나서 뿌듯했다.",내가 된장찌개를 만들 때 마지막에 올린 재료는 무엇이었나요?,잘 모르겠음,두부,애호박,파,파,4,169
집에서의 이야기,집에서 첫 요리 도전기,170,"며칠 전, 갑자기 요리가 해보고 싶어서 인터넷에서 간단해 보이는 토마토 달걀볶음 레시피를 찾아 시도했다. 계란을 풀고 토마토를 썰면서 괜히 긴장됐다. 팬에 기름을 두르고 달걀을 볶다가 토마토를 넣었는데, 생각보다 물이 많이 생겨서 맛이 심심했다. 그래도 완성된 요리를 접시에 담아 혼자 사진도 찍고, 나름 뿌듯한 마음으로 먹어보니 소금 간이 부족했지만 의외로 먹을 만했다. 다음에는 간을 좀 더 세게 하고, 다른 야채도 추가해볼 생각이다.",내가 요리를 하면서 가장 부족하다고 느낀 점은 무엇이었나요?,잘 모르겠음,요리 시간이 너무 길었던 점,소금 간이 부족했던 점,재료가 부족했던 점,소금 간이 부족했던 점,3,185
집에서의 이야기,집에서 첫 요리 도전기,170,"며칠 전부터 요리에 도전해보고 싶다는 생각이 들어서 인터넷에서 계란찜 레시피를 찾아봤다. 재료가 간단해 보여서 쉽게 할 줄 알았는데, 계란을 너무 세게 휘저어서 거품이 잔뜩 생기고, 전자레인지 시간도 제대로 맞추지 못해 한 번은 국물이 넘쳤다. 두 번째 도전에서는 물의 양을 줄이고, 계란을 살살 저어 부드럽게 만들었더니 훨씬 먹음직스럽게 완성됐다. 덕분에 부모님께서도 맛있다고 칭찬해주셔서 뿌듯한 하루였다.",처음 계란찜을 만들었을 때 생긴 문제는 무엇이었나요?,잘 모르겠음,재료가 부족했다.,계란을 너무 세게 저어서 거품이 생기고 국물이 넘쳤다.,간을 너무 세게 했다.,계란을 너무 세게 저어서 거품이 생기고 국물이 넘쳤다.,3,175
집에서의 이야기,집에서의 DIY 리모델링 경험,170,"몇 달 전, 거실 벽지를 직접 바꿔보기로 마음먹고 인터넷에서 셀프 벽지 붙이기 영상을 여러 개 찾아봤다. 영상에서 본 대로 커다란 롤을 힘겹게 들어 올리고, 접착제를 고르게 펴 바른 뒤 조심스럽게 벽에 붙였다. 예상보다 롤이 무거워서 팔이 금방 아파왔지만, 포기하지 않고 끝까지 붙였다. 완성된 벽을 보니 약간 삐뚤어졌지만, 직접 한 덕분에 더 애착이 간다.",발화자가 거실 벽지를 붙일 때 따라한 것은 무엇이었나요?,잘 모르겠음,친구의 설명,잡지 기사,인터넷 영상,인터넷 영상,4,148
집에서의 이야기,집에서의 DIY 리모델링 경험,170,"며칠 전부터 거실 분위기를 바꿔보고 싶어서 혼자 힘으로 셀프 페인팅에 도전했다. 우선 인터넷에서 벽 페인트와 붓, 마스킹 테이프를 주문하고, 오래된 액자와 장식품도 치웠다. 페인트칠을 하다가 팔이 아파서 잠시 쉬었지만, 색이 바뀌는 걸 보니 신기하고 뿌듯했다. 마무리로 직접 만든 쿠션을 소파에 올려두니 집이 한층 더 아늑하게 느껴졌다.",발화자가 집안 분위기를 바꾸기 위해 마지막에 한 행동은 무엇이었나요?,잘 모르겠음,인터넷에서 페인트를 주문했다,벽에 액자를 걸었다,직접 만든 쿠션을 소파에 올려두었다,직접 만든 쿠션을 소파에 올려두었다,4,143
집에서의 이야기,집에서의 DIY 리모델링 경험,170,"며칠 전부터 거실 벽지가 낡아 보여 직접 셀프로 벽지 교체를 해보기로 결심했다. 처음에는 벽지를 깔끔하게 떼어내는 것조차 생각보다 어려웠지만, 유튜브에서 방법을 찾아보며 천천히 따라 했다. 특히 구석 부분이 잘 안 떨어져서 작은 칼을 써야 했고, 풀칠도 고르게 바르는 게 쉽지 않았다. 고양이가 계속 옆에서 구경하는 바람에 집중이 흐트러지기도 했지만, 결국 하루가 거의 다 지나고 나서야 벽지를 다 붙일 수 있었다. 힘들었지만 완성된 거실을 보니 뿌듯함이 컸다.",벽지 작업 중 집중을 방해한 것은 무엇이었나요?,잘 모르겠음,고양이의 울음소리,고양이의 행동,전화벨 소리,고양이의 행동,3,193
집에서의 이야기,집에서의 DIY 리모델링 경험,170,"며칠 전 가족들과 함께 거실 벽면을 새로 꾸미기로 했다. 다 같이 인터넷에서 벽지 고르는 데만도 한참 걸렸고, 직접 벽지 붙이기를 시작하니 처음엔 손에 풀이 잔뜩 묻어 고생했다. 동생이 자꾸 삐뚤게 붙여서 웃음이 터지기도 했다. 결국엔 모두 힘을 합쳐서 생각보다 훨씬 예쁘게 완성할 수 있었다. 벽이 새롭게 변하니 집 분위기도 한결 밝아진 것 같았다.",벽지 작업을 하던 중에 가족 중 누가 벽지를 삐뚤게 붙였는가?,잘 모르겠음,아버지,동생,나,동생,3,144
집에서의 이야기,집에서의 휴식 시간 속에서의 일상,170,"비 오는 날, 창밖을 바라보며 소파에 누워 있었던 시간이 떠오른다. 잔잔한 빗소리를 들으면서 내가 좋아하는 재즈 음악을 작게 틀고, 오랜만에 엄마가 구워준 쿠키를 하나씩 집어 먹었다. 그날은 가족 모두 각자 방에서 조용히 시간을 보내고 있었지만, 나는 혼자만의 휴식 시간에 작은 행복을 느꼈다. 쿠키의 달콤한 맛과 빗소리가 어우러져서 평소보다 더 깊은 안정을 느낄 수 있었다.",화자가 휴식 시간에 소파에 누워서 들었던 음악 장르는 무엇이었나요?,잘 모르겠음,클래식,재즈,록,재즈,3,157
집에서의 이야기,집에서의 휴식 시간 속에서의 일상,170,"주말 오후에 소파에 누워 창밖으로 비가 내리는 소리를 들으며 따뜻한 녹차를 한 잔 마셨다. 책을 읽으려고 했지만, 창밖 풍경이 마음을 차분하게 만들어 그냥 멍하니 비 내리는 모습을 바라봤다. 고양이가 내 옆에서 조용히 숨을 골랐고, 빗소리와 고양이의 부드러운 숨소리가 어우러져 오랜만에 완벽한 휴식 시간을 보낸 것 같다.",내가 휴식 시간에 했던 일로 올바른 것은 무엇인가요?,잘 모르겠음,뜨거운 커피를 마셨다,창밖의 비를 바라봤다,친구와 전화 통화를 했다,창밖의 비를 바라봤다,3,134
